Experiment Number,file,limit,compressionType,stream,Experiment startTime,TotalBackupTime,TotaltransferTime,TotalMigrationTime,TotalValidationTime,TotalClearTime,sizeOnTargetMachine,sizeOnLocalMachine,compressionTime,dataTransferTime,readingFileTime,sumsizeOnTargetMachine,maxsizeOnTargetMachine,avgsizeOnTargetMachine,sumsizeOnLocalMachine,maxsizeOnLocalMachine,avgsizeOnLocalMachine,sumcompressionTime,maxcompressionTime,avgcompressionTime,sumdataTransferTime,maxdataTransferTime,avgdataTransferTime,sumreadingFileTime,maxreadingFileTime,avgreadingFileTime
15,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,20.16414761543274,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.733283758163452,2.620598077774048,2.577761252721151,20.216522932052612,7.455425500869751,6.738840977350871,0.22094416618347168,0.0816497802734375,0.07364805539449056
16,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,22.895459175109863,0,0,0.0,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.792255163192749,2.6165401935577393,2.5974183877309165,19.273160457611084,6.796340703964233,6.424386819203694,0.2158496379852295,0.07809042930603027,0.07194987932840984
17,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,20.541523933410645,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.575991868972778,2.545301914215088,2.5253306229909263,18.74419331550598,6.628034353256226,6.248064438501994,0.22530078887939453,0.07871103286743164,0.07510026295979817
18,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,21.719524383544922,0,0,0.0,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.760726451873779,2.6434381008148193,2.5869088172912598,17.972552061080933,6.720956563949585,5.9908506870269775,0.22164034843444824,0.08124017715454102,0.07388011614481609
19,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,25.22655725479126,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.646135330200195,2.601767063140869,2.5487117767333984,20.551502227783203,9.292529344558716,6.850500742594401,0.21875262260437012,0.07571554183959961,0.07291754086812337
20,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,22.703431606292725,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.687166452407837,2.577576160430908,2.562388817469279,22.806909561157227,8.002563953399658,7.602303187052409,0.2203211784362793,0.0755760669708252,0.0734403928120931
21,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,23.996476888656616,0,0,0.0,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.923513174057007,2.7103047370910645,2.6411710580190024,20.274418830871582,7.242530345916748,6.758139610290527,0.23316502571105957,0.08928394317626953,0.07772167523701985
22,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,23.61677074432373,0,0,0.0,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.713848352432251,2.586075782775879,2.5712827841440835,23.066142082214355,7.994297504425049,7.688714027404785,0.20899701118469238,0.07430648803710938,0.06966567039489746
23,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,63.027167320251465,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.464943170547485,2.4916534423828125,2.488314390182495,59.25814437866211,44.40212821960449,19.75271479288737,0.21229243278503418,0.07407641410827637,0.07076414426167806
24,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,24.340308666229248,0,0,0.0,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.663709878921509,2.5919792652130127,2.554569959640503,18.82450795173645,8.610686779022217,6.27483598391215,0.22127532958984375,0.07943224906921387,0.07375844319661458
25,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,27.729790449142456,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.731807231903076,2.5969138145446777,2.5772690773010254,25.82075572013855,13.258044242858887,8.606918573379517,0.21174287796020508,0.07184958457946777,0.07058095932006836
26,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,20.76848578453064,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.588307857513428,2.5392918586730957,2.529435952504476,18.988539695739746,7.123941898345947,6.329513231913249,0.2106630802154541,0.0735013484954834,0.0702210267384847
27,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,30.083257913589478,0,0,0.0,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.683830738067627,2.5703773498535156,2.561276912689209,27.62319779396057,15.596545457839966,9.207732597986857,0.2099449634552002,0.07437562942504883,0.06998165448506673
28,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,31.555488109588623,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.568948984146118,2.559887409210205,2.5229829947153726,25.024184703826904,11.688876152038574,8.341394901275635,0.22884774208068848,0.08650851249694824,0.07628258069356282
29,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,24.304922819137573,0,0,0.0,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.680845499038696,2.6067938804626465,2.560281833012899,22.54515790939331,9.820138454437256,7.5150526364644366,0.2099907398223877,0.07485795021057129,0.06999691327412923
30,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,22.56854224205017,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.968395233154297,2.673482656478882,2.6561317443847656,20.837996006011963,7.437687635421753,6.945998668670654,0.2105851173400879,0.07204914093017578,0.07019503911336263
